lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area
UM_1_0050352	1085.0	857.0	2999.0	1579.0	369.0	3422.0	4934.0	4002.0	939.0	4740.0	2883.0	3588.0	2195.0	3454.0	790.0	1283.0	1784.0	716.0	1499.0	1296.0	4714.0	1420.0	5983.0	4491.0	1103.0	7199.0	8609.0	6645.0	4304.0	3644.0	264.0	446.0	604.0	2672.0	96509.8
UM_1_0050353	959.0	638.0	2587.0	1420.0	417.0	3190.0	4583.0	3030.0	1000.0	3872.0	2468.0	2757.0	1681.0	2363.0	766.0	1172.0	1554.0	672.0	1065.0	1135.0	3800.0	1208.0	4880.0	3791.0	690.0	5548.0	6848.0	4979.0	3988.0	3569.0	220.0	431.0	490.0	2110.0	79880.5
UM_1_0050354	1173.0	534.0	3133.0	1320.0	437.0	3204.0	4445.0	2882.0	1146.0	4303.0	2405.0	2872.0	1490.0	2695.0	708.0	1569.0	2052.0	605.0	1502.0	1143.0	3732.0	1312.0	4960.0	3794.0	623.0	5220.0	7314.0	4563.0	3708.0	3761.0	215.0	450.0	467.0	2115.0	81853.4
UM_1_0050355	849.0	567.0	2405.0	1693.0	434.0	3295.0	4382.0	3340.0	1020.0	4893.0	2970.0	3788.0	2020.0	2947.0	612.0	1488.0	1514.0	680.0	1224.0	1486.0	4503.0	1177.0	5371.0	3466.0	939.0	4852.0	8264.0	5480.0	3565.0	4310.0	224.0	614.0	477.0	2135.0	86982.6
UM_1_0050356	1022.0	506.0	2420.0	1337.0	373.0	3324.0	3670.0	2922.0	938.0	4285.0	2340.0	2665.0	1813.0	2751.0	606.0	1430.0	1352.0	491.0	1243.0	1229.0	3644.0	1137.0	4326.0	3194.0	538.0	5976.0	6685.0	4743.0	3363.0	3734.0	252.0	435.0	367.0	1867.0	76978.0
UM_1_0050357	1132.0	666.0	2681.0	1406.0	433.0	3692.0	5438.0	3307.0	950.0	5030.0	2610.0	3600.0	1879.0	3174.0	976.0	1655.0	1892.0	635.0	1075.0	1159.0	4838.0	1277.0	4632.0	4447.0	1206.0	5512.0	8075.0	5330.0	3879.0	4181.0	169.0	517.0	430.0	2383.0	90264.8
UM_1_0050358	897.0	709.0	2155.0	1031.0	398.0	3320.0	5269.0	3013.0	1234.0	5150.0	2043.0	2845.0	1712.0	2638.0	653.0	1079.0	1272.0	454.0	1270.0	865.0	4236.0	1498.0	4713.0	3915.0	668.0	5703.0	6580.0	4948.0	3437.0	4503.0	230.0	423.0	562.0	2327.0	81751.9
UM_1_0050359	896.0	460.0	1951.0	913.0	322.0	2170.0	3721.0	2191.0	662.0	3425.0	2071.0	2404.0	1820.0	2377.0	591.0	1237.0	1582.0	615.0	1122.0	1168.0	3695.0	996.0	3946.0	3052.0	621.0	4746.0	5707.0	4367.0	3286.0	3462.0	250.0	296.0	440.0	1833.0	68394.3
UM_1_0050360	862.0	651.0	2504.0	1490.0	341.0	3162.0	3955.0	3543.0	779.0	5632.0	2686.0	3726.0	1940.0	3237.0	707.0	1402.0	1917.0	703.0	1468.0	1380.0	4253.0	1200.0	4060.0	3765.0	678.0	6165.0	7173.0	5463.0	3507.0	3824.0	246.0	469.0	390.0	2033.0	85307.3
UM_1_0050361	973.0	688.0	2280.0	1536.0	369.0	3008.0	4288.0	2901.0	918.0	4562.0	2541.0	2982.0	1730.0	2488.0	653.0	1172.0	1784.0	575.0	1291.0	1517.0	3616.0	1266.0	4274.0	3808.0	612.0	4977.0	6714.0	5604.0	3677.0	3503.0	249.0	493.0	459.0	1976.0	79487.8
UM_1_0050362	864.0	635.0	1586.0	1563.0	417.0	3421.0	4340.0	3027.0	1116.0	4774.0	2294.0	3115.0	1654.0	2610.0	713.0	1145.0	1693.0	623.0	1202.0	1334.0	4024.0	1305.0	4859.0	4143.0	621.0	4988.0	6978.0	5122.0	3655.0	4354.0	257.0	565.0	588.0	2006.0	81591.3
UM_1_0050363	1603.0	862.0	2490.0	1302.0	462.0	3872.0	5843.0	4435.0	1696.0	5195.0	3184.0	3295.0	1954.0	4012.0	691.0	1468.0	1855.0	733.0	1503.0	1047.0	5236.0	1661.0	5981.0	4374.0	988.0	6667.0	8767.0	6204.0	5157.0	5683.0	262.0	475.0	579.0	2810.0	102346.0
UM_1_0050364	1056.0	764.0	2404.0	1418.0	490.0	3247.0	4726.0	3407.0	993.0	4528.0	2538.0	2978.0	1575.0	2890.0	766.0	1331.0	1803.0	749.0	1428.0	1236.0	4804.0	1466.0	4701.0	4409.0	784.0	5727.0	7072.0	5404.0	3878.0	4157.0	195.0	412.0	534.0	2110.0	85981.5
UM_1_0050365	1085.0	682.0	1736.0	1039.0	312.0	2950.0	3718.0	2615.0	877.0	3771.0	2770.0	2176.0	1580.0	2564.0	852.0	1150.0	1321.0	589.0	1360.0	942.0	3393.0	919.0	4329.0	3182.0	783.0	4843.0	6468.0	4495.0	3066.0	2976.0	186.0	484.0	392.0	2203.0	71808.1
UM_1_0050366	973.0	840.0	2202.0	1736.0	349.0	3123.0	4859.0	3086.0	1127.0	5397.0	2418.0	3778.0	1766.0	3587.0	858.0	1236.0	1616.0	764.0	1341.0	1643.0	4525.0	1522.0	4946.0	4006.0	812.0	5139.0	7390.0	6063.0	3471.0	4272.0	229.0	513.0	397.0	2235.0	88219.2
UM_1_0050367	961.0	489.0	2146.0	1476.0	533.0	3214.0	4720.0	3414.0	1094.0	4695.0	3058.0	2938.0	1780.0	2710.0	756.0	1520.0	1559.0	777.0	1256.0	1354.0	4172.0	1126.0	5141.0	4213.0	882.0	5152.0	6706.0	5455.0	3286.0	3705.0	264.0	549.0	446.0	2235.0	83779.8
UM_1_0050368	1101.0	899.0	2152.0	1810.0	567.0	4376.0	5187.0	4259.0	884.0	6189.0	2957.0	3810.0	2140.0	3406.0	766.0	1631.0	1744.0	813.0	1390.0	1654.0	4879.0	1196.0	5551.0	4802.0	791.0	6654.0	8935.0	6559.0	4491.0	5219.0	215.0	636.0	579.0	2542.0	100788.0
UM_1_0050369	942.0	729.0	2407.0	1241.0	347.0	2962.0	4221.0	2597.0	840.0	4585.0	2850.0	3167.0	2060.0	2828.0	786.0	1500.0	1412.0	523.0	1144.0	1531.0	4073.0	1124.0	4687.0	3182.0	625.0	4511.0	6593.0	4500.0	3522.0	3590.0	160.0	462.0	378.0	1883.0	77962.4
UM_1_0050370	1010.0	616.0	2213.0	1413.0	457.0	3713.0	4288.0	3840.0	1153.0	5314.0	2692.0	3789.0	2036.0	2906.0	773.0	1385.0	1718.0	589.0	1380.0	1348.0	4082.0	1209.0	5134.0	4868.0	776.0	6196.0	7773.0	5760.0	3818.0	4321.0	273.0	577.0	634.0	2103.0	90156.8
UM_1_0050371	1083.0	702.0	2916.0	1653.0	496.0	3205.0	5644.0	3542.0	1026.0	5414.0	2861.0	3293.0	1840.0	3157.0	694.0	1799.0	1781.0	697.0	1339.0	1847.0	4492.0	1210.0	5896.0	4389.0	796.0	6508.0	8649.0	5822.0	4153.0	4913.0	298.0	516.0	510.0	2396.0	95539.1
UM_1_0050372	1065.0	752.0	2883.0	1914.0	416.0	3945.0	5171.0	3380.0	1368.0	5656.0	2887.0	3087.0	2481.0	2861.0	800.0	1366.0	1660.0	621.0	1401.0	1712.0	4888.0	1422.0	5232.0	4618.0	1121.0	6833.0	8599.0	6193.0	4338.0	4714.0	316.0	589.0	515.0	2686.0	97490.9
UM_1_0050373	967.0	635.0	2019.0	1086.0	538.0	2860.0	5029.0	3259.0	1303.0	4765.0	2877.0	3631.0	2387.0	3147.0	708.0	1429.0	1662.0	616.0	1467.0	1166.0	4018.0	1303.0	4720.0	3937.0	725.0	6564.0	7635.0	5963.0	4320.0	4263.0	138.0	495.0	503.0	2333.0	88467.8
UM_1_0050374	1293.0	498.0	1913.0	1549.0	346.0	3077.0	4489.0	3623.0	1021.0	4315.0	2257.0	3244.0	1708.0	3150.0	695.0	1254.0	1423.0	520.0	1338.0	1259.0	4278.0	1043.0	4847.0	3500.0	764.0	5021.0	6666.0	4793.0	3525.0	3696.0	239.0	489.0	416.0	1834.0	80081.0
UM_1_0050375	978.0	494.0	1978.0	1764.0	330.0	2894.0	4158.0	2667.0	1075.0	4687.0	2018.0	3006.0	1399.0	2583.0	718.0	1134.0	1404.0	539.0	1239.0	1679.0	4163.0	1069.0	4470.0	3030.0	500.0	5562.0	6645.0	5098.0	3283.0	2973.0	256.0	481.0	454.0	1799.0	76525.9
UM_1_0050376	889.0	561.0	1786.0	1425.0	380.0	2984.0	3907.0	3156.0	1133.0	4233.0	2096.0	2696.0	1308.0	2668.0	727.0	1541.0	1210.0	545.0	1230.0	1204.0	4734.0	1244.0	4513.0	3928.0	664.0	5123.0	6354.0	5327.0	3165.0	3935.0	188.0	385.0	444.0	1973.0	77655.6
UM_1_0050377	1398.0	745.0	3238.0	1677.0	610.0	4319.0	5374.0	4131.0	1369.0	5695.0	3016.0	3618.0	2337.0	3598.0	832.0	1587.0	2401.0	848.0	1379.0	1736.0	5114.0	1589.0	6180.0	5350.0	1034.0	7436.0	10319.0	6984.0	4300.0	4597.0	280.0	472.0	595.0	2485.0	106644.0
UM_1_0050379	746.0	553.0	1999.0	1470.0	449.0	3533.0	3847.0	3480.0	1060.0	4036.0	2865.0	3239.0	1825.0	2605.0	764.0	1444.0	1889.0	664.0	1187.0	1462.0	4298.0	1106.0	5137.0	3622.0	842.0	5592.0	6869.0	5222.0	3628.0	4515.0	161.0	499.0	500.0	1895.0	83003.5
UM_1_0050380	1068.0	753.0	2784.0	1201.0	369.0	3314.0	5238.0	3339.0	1405.0	5026.0	2768.0	3686.0	2202.0	3216.0	756.0	1426.0	1776.0	693.0	1260.0	1400.0	5010.0	1267.0	5456.0	3862.0	1078.0	7049.0	8251.0	5442.0	3991.0	4084.0	255.0	520.0	419.0	2006.0	92368.7
UM_1_0050381	1116.0	493.0	1875.0	1386.0	389.0	3707.0	5568.0	3592.0	1058.0	5632.0	3275.0	3760.0	2251.0	2836.0	1350.0	1820.0	2194.0	629.0	1434.0	1294.0	4478.0	1275.0	5232.0	4116.0	943.0	6525.0	8338.0	6289.0	3991.0	4740.0	131.0	517.0	524.0	2344.0	95101.8
UM_2_0050382	1112.0	588.0	2973.0	1328.0	479.0	3255.0	4710.0	3097.0	993.0	4360.0	2351.0	3194.0	1896.0	2982.0	749.0	1370.0	1648.0	706.0	1454.0	1220.0	4191.0	1118.0	5104.0	4076.0	877.0	6962.0	8248.0	5905.0	3678.0	4006.0	237.0	477.0	442.0	2705.0	88492.4
UM_2_0050383	857.0	557.0	2537.0	1356.0	399.0	3678.0	4801.0	3066.0	929.0	5442.0	2306.0	2768.0	1440.0	2828.0	624.0	1437.0	1609.0	695.0	1288.0	1335.0	4959.0	1276.0	4961.0	3892.0	849.0	6655.0	8024.0	6633.0	3833.0	4755.0	222.0	497.0	527.0	1969.0	89002.6
UM_2_0050385	813.0	532.0	2613.0	1568.0	433.0	3610.0	4839.0	2855.0	987.0	5372.0	2645.0	3475.0	1762.0	2994.0	716.0	1483.0	1538.0	695.0	1315.0	1461.0	5120.0	1377.0	5276.0	4173.0	778.0	5384.0	6999.0	7080.0	3777.0	4018.0	241.0	470.0	581.0	2121.0	89101.5
UM_2_0050386	1141.0	861.0	2740.0	1818.0	412.0	3088.0	5847.0	4015.0	1215.0	5462.0	2697.0	3344.0	2880.0	4243.0	930.0	1735.0	1932.0	776.0	1370.0	2063.0	4798.0	1240.0	5296.0	4281.0	867.0	8278.0	7981.0	6469.0	3883.0	4289.0	220.0	588.0	511.0	2063.0	99331.5
UM_2_0050387	1120.0	629.0	2023.0	1465.0	561.0	3903.0	4691.0	3458.0	1038.0	5258.0	2552.0	3599.0	1591.0	3053.0	831.0	1416.0	1702.0	622.0	1261.0	1484.0	4076.0	1186.0	5120.0	4827.0	670.0	5775.0	8400.0	5739.0	3838.0	4357.0	217.0	707.0	717.0	2092.0	89977.0
UM_2_0050388	1142.0	500.0	2297.0	1340.0	433.0	3725.0	4792.0	3197.0	1339.0	5960.0	2616.0	3536.0	1734.0	3204.0	859.0	1571.0	2076.0	729.0	1485.0	1436.0	3977.0	1001.0	5183.0	4229.0	779.0	5660.0	8555.0	6458.0	4210.0	4201.0	227.0	479.0	485.0	2664.0	92079.8
UM_2_0050390	1218.0	617.0	2124.0	1382.0	427.0	3190.0	4985.0	3004.0	1075.0	4556.0	2633.0	3537.0	2100.0	2843.0	623.0	1453.0	1600.0	696.0	1134.0	1399.0	4596.0	968.0	5168.0	4117.0	695.0	5657.0	8222.0	6131.0	3830.0	3924.0	200.0	559.0	441.0	2146.0	87247.8
UM_2_0050391	1081.0	776.0	2953.0	1686.0	429.0	3142.0	4821.0	3780.0	842.0	4714.0	2925.0	3406.0	2366.0	3295.0	692.0	1389.0	1575.0	739.0	1462.0	1364.0	4467.0	1496.0	5600.0	4079.0	920.0	7005.0	8025.0	6457.0	4035.0	3643.0	231.0	493.0	555.0	2174.0	92616.4
UM_2_0050397	826.0	596.0	1889.0	1369.0	454.0	2884.0	4162.0	3407.0	957.0	4527.0	2697.0	2959.0	1488.0	2862.0	863.0	1318.0	1520.0	698.0	1165.0	1202.0	3565.0	1211.0	5349.0	3324.0	668.0	5710.0	6521.0	4669.0	3764.0	3497.0	217.0	410.0	495.0	2004.0	79248.2
UM_2_0050399	804.0	764.0	2373.0	1264.0	442.0	2723.0	3424.0	2845.0	669.0	5003.0	2675.0	2660.0	1671.0	2072.0	593.0	1328.0	1850.0	706.0	1207.0	1152.0	3586.0	1086.0	5321.0	3336.0	745.0	5298.0	6459.0	5218.0	3490.0	3484.0	252.0	412.0	457.0	2174.0	77542.4
UM_2_0050402	1316.0	632.0	2377.0	1281.0	399.0	3254.0	4481.0	2573.0	986.0	4546.0	2146.0	3008.0	1766.0	2562.0	702.0	1371.0	1591.0	633.0	1109.0	1259.0	4475.0	1158.0	4903.0	4277.0	746.0	5119.0	7340.0	5291.0	3314.0	3966.0	278.0	508.0	404.0	2078.0	81851.5
UM_2_0050403	1137.0	677.0	2658.0	1451.0	455.0	3350.0	5692.0	3298.0	1085.0	5829.0	2721.0	3694.0	2153.0	2861.0	886.0	1790.0	2448.0	673.0	1541.0	1454.0	4520.0	1297.0	5237.0	4376.0	746.0	6131.0	9372.0	5395.0	3825.0	4884.0	245.0	457.0	434.0	2661.0	95436.2
UM_2_0050404	1140.0	387.0	1470.0	998.0	356.0	1759.0	4010.0	2499.0	638.0	3525.0	1556.0	2062.0	1072.0	2330.0	455.0	920.0	1623.0	467.0	1191.0	991.0	3248.0	685.0	3036.0	2792.0	547.0	3595.0	4627.0	3649.0	2949.0	2821.0	253.0	352.0	340.0	1551.0	59894.9
UM_2_0050405	792.0	461.0	2683.0	1534.0	425.0	3000.0	4426.0	3606.0	946.0	4613.0	2449.0	3169.0	1784.0	3085.0	708.0	1750.0	1417.0	674.0	1073.0	1500.0	4193.0	1217.0	5560.0	3769.0	859.0	6274.0	7856.0	5308.0	3551.0	3938.0	205.0	462.0	478.0	2155.0	85917.4
UM_2_0050406	1092.0	732.0	2728.0	1697.0	465.0	3584.0	4831.0	3545.0	785.0	5607.0	2484.0	2958.0	2007.0	3256.0	714.0	1611.0	1434.0	639.0	1179.0	1427.0	4093.0	1037.0	5453.0	4168.0	923.0	6389.0	8291.0	6731.0	4044.0	4072.0	249.0	470.0	372.0	2303.0	91369.8
UM_2_0050407	1053.0	499.0	2542.0	1414.0	343.0	3257.0	3183.0	3228.0	706.0	4226.0	1963.0	3052.0	1793.0	2878.0	726.0	1561.0	1659.0	548.0	1148.0	1275.0	3665.0	857.0	4115.0	3452.0	663.0	5074.0	6359.0	4925.0	3588.0	3555.0	218.0	476.0	514.0	1748.0	76262.3
UM_2_0050408	1057.0	447.0	2547.0	1733.0	435.0	3456.0	4448.0	3929.0	1074.0	5723.0	2223.0	3010.0	2074.0	3566.0	764.0	1463.0	2418.0	768.0	1425.0	1116.0	4998.0	1132.0	4747.0	3964.0	923.0	5956.0	8062.0	6582.0	4215.0	3767.0	207.0	532.0	471.0	2229.0	91461.0
UM_2_0050410	1349.0	627.0	3169.0	1120.0	446.0	2913.0	4799.0	3466.0	1042.0	4362.0	2398.0	2308.0	1899.0	3311.0	828.0	1623.0	1532.0	638.0	1407.0	772.0	4127.0	1162.0	5054.0	4010.0	902.0	6889.0	8307.0	5817.0	4237.0	4322.0	244.0	510.0	404.0	2250.0	88245.3
UM_2_0050411	1451.0	965.0	3509.0	1664.0	486.0	4269.0	6987.0	4307.0	1036.0	5871.0	2784.0	3234.0	2173.0	4500.0	720.0	1798.0	1658.0	722.0	1378.0	1289.0	5773.0	1225.0	6403.0	4851.0	1286.0	8548.0	9475.0	6619.0	4738.0	4494.0	247.0	536.0	514.0	2896.0	108407.0
UM_2_0050412	1076.0	567.0	2255.0	1520.0	584.0	3790.0	5057.0	3698.0	869.0	4576.0	2399.0	2669.0	1502.0	3017.0	580.0	1145.0	1956.0	610.0	1505.0	1174.0	4761.0	1150.0	4558.0	3596.0	661.0	5593.0	7880.0	5702.0	4026.0	4723.0	161.0	495.0	541.0	2109.0	86505.3
UM_2_0050413	1072.0	683.0	2555.0	1380.0	402.0	3665.0	4779.0	4026.0	963.0	4929.0	2475.0	3047.0	1749.0	3442.0	844.0	1601.0	1866.0	686.0	1402.0	1096.0	4434.0	1150.0	5591.0	3649.0	800.0	6299.0	6908.0	5894.0	4127.0	3890.0	250.0	552.0	552.0	2203.0	88960.0
UM_2_0050414	910.0	763.0	3355.0	1236.0	364.0	2745.0	4746.0	2916.0	1035.0	4598.0	2385.0	2322.0	1616.0	2856.0	579.0	1745.0	2052.0	631.0	1402.0	1066.0	4284.0	1552.0	5003.0	4085.0	990.0	5266.0	8239.0	5193.0	4088.0	3232.0	188.0	454.0	618.0	2417.0	84929.1
UM_2_0050415	1036.0	715.0	2153.0	1829.0	468.0	3080.0	4444.0	3433.0	821.0	5642.0	2301.0	3482.0	1809.0	3580.0	659.0	1359.0	1780.0	629.0	1500.0	1607.0	4136.0	993.0	4811.0	4117.0	861.0	5750.0	7257.0	5963.0	3772.0	3666.0	169.0	539.0	347.0	2131.0	86836.8
UM_2_0050416	1014.0	716.0	3105.0	1648.0	533.0	3310.0	4810.0	4385.0	1103.0	5998.0	2894.0	2878.0	2407.0	3314.0	625.0	2508.0	2326.0	767.0	1240.0	1362.0	4141.0	1294.0	6204.0	3616.0	1060.0	6777.0	8738.0	6045.0	3448.0	4016.0	308.0	647.0	490.0	2503.0	96228.9
UM_2_0050417	1045.0	645.0	2822.0	1529.0	549.0	3819.0	4540.0	3117.0	950.0	4610.0	2195.0	2869.0	1741.0	3230.0	879.0	2079.0	1753.0	490.0	1331.0	1345.0	4628.0	1448.0	5444.0	4188.0	914.0	5870.0	7675.0	5868.0	4039.0	4517.0	252.0	436.0	524.0	2001.0	89342.2
UM_2_0050418	1216.0	607.0	2363.0	1923.0	476.0	2990.0	4004.0	3899.0	935.0	5224.0	2585.0	3432.0	1940.0	3718.0	867.0	1421.0	1423.0	599.0	1117.0	1564.0	4450.0	1091.0	5782.0	4550.0	793.0	6310.0	7513.0	5555.0	4192.0	4100.0	246.0	635.0	487.0	2236.0	90242.6
UM_2_0050419	697.0	429.0	1569.0	1613.0	225.0	2615.0	3708.0	3015.0	1112.0	4980.0	2099.0	2666.0	2138.0	2460.0	657.0	1258.0	1505.0	481.0	1527.0	986.0	3292.0	1031.0	4713.0	3552.0	840.0	5214.0	6712.0	4379.0	3191.0	3706.0	185.0	464.0	389.0	1676.0	75082.9
UM_2_0050421	1248.0	756.0	2560.0	1288.0	456.0	3493.0	5589.0	3471.0	1165.0	4410.0	2613.0	3775.0	2343.0	3289.0	1004.0	1628.0	1788.0	685.0	1122.0	1101.0	4253.0	1155.0	5728.0	4133.0	1088.0	5910.0	7759.0	6107.0	3934.0	4892.0	215.0	427.0	419.0	2079.0	91878.6
UM_2_0050422	519.0	595.0	2306.0	1394.0	430.0	2367.0	4235.0	4308.0	970.0	4738.0	2207.0	2213.0	2182.0	2231.0	763.0	1579.0	2140.0	574.0	1580.0	1007.0	4792.0	1146.0	5310.0	3307.0	808.0	5313.0	7138.0	5656.0	2149.0	3561.0	251.0	588.0	313.0	2222.0	80890.1
UM_2_0050424	1255.0	713.0	2710.0	1566.0	473.0	4127.0	4477.0	3199.0	1392.0	5365.0	2450.0	3073.0	2263.0	3432.0	551.0	1779.0	1505.0	760.0	1194.0	1248.0	4501.0	1413.0	5817.0	4843.0	1300.0	6163.0	7617.0	6001.0	3777.0	4002.0	184.0	515.0	453.0	1937.0	92054.7
UM_2_0050425	1221.0	619.0	2344.0	1388.0	431.0	4321.0	4705.0	3597.0	1222.0	5071.0	2322.0	2835.0	1981.0	3634.0	725.0	1497.0	1752.0	678.0	1356.0	1256.0	4234.0	1339.0	4960.0	3724.0	742.0	6661.0	9326.0	5940.0	3610.0	4789.0	237.0	652.0	390.0	2158.0	91714.5
UM_2_0050426	1140.0	570.0	2935.0	1143.0	496.0	3163.0	4350.0	2852.0	1377.0	5343.0	2918.0	2992.0	1835.0	3115.0	797.0	1282.0	1571.0	757.0	1191.0	1343.0	4062.0	1058.0	5519.0	3511.0	691.0	6711.0	7605.0	5602.0	3757.0	4302.0	221.0	499.0	597.0	2168.0	87473.8
UM_2_0050427	1165.0	526.0	2131.0	1165.0	377.0	3473.0	4874.0	3834.0	843.0	4304.0	2127.0	3053.0	2011.0	3270.0	883.0	1404.0	1419.0	598.0	1294.0	1009.0	3889.0	1249.0	4552.0	3907.0	741.0	5546.0	7454.0	4884.0	3803.0	3358.0	255.0	506.0	495.0	2202.0	82597.2
UM_2_0050428	1023.0	594.0	1940.0	1401.0	399.0	3339.0	3995.0	3111.0	1021.0	3963.0	2251.0	3231.0	1064.0	2496.0	740.0	1428.0	1987.0	725.0	1188.0	1121.0	3487.0	1108.0	3804.0	3204.0	534.0	5497.0	6260.0	5570.0	3663.0	3593.0	186.0	411.0	511.0	1788.0	76632.3
USM_0050433	1209.0	799.0	2689.0	1764.0	451.0	3647.0	5722.0	3510.0	1380.0	5543.0	3140.0	3417.0	2313.0	3677.0	668.0	1479.0	1696.0	645.0	1093.0	1581.0	4702.0	1257.0	5154.0	4474.0	760.0	5913.0	7598.0	5607.0	4084.0	3910.0	220.0	455.0	408.0	2298.0	93262.0
USM_0050434	890.0	751.0	1779.0	1693.0	399.0	3176.0	4664.0	3037.0	926.0	4495.0	2278.0	3643.0	1880.0	3080.0	553.0	1136.0	1745.0	526.0	1320.0	1611.0	3838.0	1170.0	4203.0	3482.0	796.0	5666.0	7019.0	5123.0	3588.0	3740.0	236.0	451.0	389.0	2094.0	81377.0
USM_0050435	1149.0	914.0	2532.0	1553.0	394.0	4482.0	5598.0	4199.0	1230.0	5809.0	3142.0	3557.0	1939.0	3699.0	753.0	1510.0	1573.0	858.0	1601.0	1314.0	5710.0	1487.0	5833.0	4740.0	1134.0	7918.0	8402.0	5956.0	4088.0	4082.0	256.0	448.0	439.0	2168.0	100464.0
USM_0050436	1062.0	762.0	2299.0	1408.0	433.0	3690.0	4930.0	3524.0	920.0	5321.0	2890.0	3708.0	1994.0	3533.0	822.0	1287.0	1663.0	716.0	1357.0	1437.0	4441.0	1405.0	5105.0	3948.0	904.0	6083.0	7747.0	5718.0	4085.0	4578.0	249.0	596.0	436.0	2300.0	91350.3
USM_0050437	1393.0	666.0	2437.0	1648.0	443.0	4220.0	5087.0	4486.0	1003.0	5734.0	2815.0	3498.0	1977.0	3579.0	850.0	1591.0	1478.0	693.0	1707.0	1378.0	4773.0	1227.0	5718.0	4603.0	1014.0	6398.0	9186.0	6408.0	3771.0	4187.0	230.0	488.0	450.0	2426.0	97558.9
USM_0050438	1225.0	558.0	2635.0	1543.0	454.0	3435.0	5005.0	4172.0	1072.0	4939.0	2828.0	3322.0	1915.0	3844.0	763.0	1287.0	1878.0	685.0	1622.0	1472.0	4385.0	1105.0	4883.0	4163.0	830.0	6092.0	8206.0	5263.0	4904.0	4074.0	165.0	553.0	464.0	2234.0	91977.9
USM_0050439	1373.0	708.0	2533.0	1569.0	748.0	4204.0	5286.0	3616.0	931.0	5655.0	2939.0	2944.0	2507.0	3971.0	829.0	1855.0	2116.0	811.0	1878.0	1461.0	4537.0	1559.0	5578.0	4558.0	1028.0	7512.0	8826.0	5590.0	5018.0	5209.0	247.0	633.0	440.0	2734.0	101402.0
USM_0050440	904.0	567.0	2707.0	2075.0	392.0	3562.0	4807.0	3375.0	1331.0	5411.0	2764.0	3619.0	1962.0	3285.0	630.0	1158.0	2153.0	624.0	1442.0	1888.0	4742.0	1290.0	4971.0	4480.0	976.0	5655.0	7572.0	6253.0	3920.0	4649.0	165.0	527.0	468.0	2085.0	92413.2
USM_0050441	875.0	851.0	2644.0	1845.0	405.0	3212.0	4947.0	4417.0	914.0	5660.0	2915.0	3267.0	1740.0	3592.0	647.0	1304.0	1796.0	739.0	1374.0	1596.0	4515.0	1433.0	5213.0	3926.0	1026.0	7015.0	7851.0	5206.0	3475.0	4364.0	241.0	555.0	478.0	2222.0	92261.0
USM_0050442	986.0	823.0	1947.0	1309.0	312.0	3682.0	4583.0	3555.0	1106.0	6012.0	3082.0	3793.0	2063.0	3575.0	849.0	1396.0	1799.0	640.0	1592.0	1365.0	4185.0	1675.0	4598.0	4348.0	819.0	5627.0	8456.0	5498.0	4091.0	4473.0	207.0	503.0	533.0	2613.0	92096.8
USM_0050443	899.0	1238.0	2941.0	2078.0	434.0	4107.0	4941.0	4050.0	1307.0	5615.0	2915.0	3915.0	2220.0	3547.0	780.0	1243.0	1845.0	788.0	1568.0	2065.0	4775.0	1615.0	6087.0	4576.0	1331.0	7503.0	7723.0	6672.0	5199.0	6106.0	311.0	606.0	471.0	2141.0	103612.0
USM_0050444	936.0	662.0	1732.0	1458.0	392.0	2744.0	4978.0	3122.0	907.0	4474.0	2612.0	3095.0	1633.0	2809.0	583.0	1355.0	1517.0	637.0	1451.0	1174.0	4338.0	1477.0	5235.0	3443.0	731.0	5223.0	6447.0	4948.0	3563.0	3410.0	165.0	378.0	491.0	2078.0	80197.8
USM_0050445	1235.0	762.0	2654.0	1793.0	556.0	3645.0	5707.0	4215.0	1092.0	5393.0	3105.0	3384.0	1904.0	3203.0	763.0	1450.0	1869.0	625.0	1459.0	1386.0	4031.0	1163.0	4632.0	3977.0	881.0	6913.0	7388.0	6114.0	3830.0	4336.0	209.0	448.0	367.0	2414.0	92901.6
USM_0050446	1124.0	813.0	2832.0	1649.0	480.0	4255.0	5350.0	4267.0	1125.0	5955.0	3233.0	3707.0	1827.0	3604.0	911.0	1598.0	1954.0	841.0	1365.0	1582.0	4882.0	1285.0	5706.0	5121.0	1312.0	7057.0	9427.0	6525.0	4578.0	4380.0	250.0	545.0	580.0	3132.0	103254.0
