lh.aparc.a2009s.area	lh_G_and_S_frontomargin_area	lh_G_and_S_occipital_inf_area	lh_G_and_S_paracentral_area	lh_G_and_S_subcentral_area	lh_G_and_S_transv_frontopol_area	lh_G_and_S_cingul-Ant_area	lh_G_and_S_cingul-Mid-Ant_area	lh_G_and_S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg_and_S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet_and_P_trans_area	lh_S_oc_middle_and_Lunatus_area	lh_S_oc_sup_and_transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med_and_Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area
UM_2_0050391	972.0	1098.0	1148.0	1276.0	537.0	1913.0	1020.0	1018.0	410.0	171.0	1581.0	811.0	215.0	953.0	4173.0	5152.0	384.0	436.0	1209.0	1180.0	1066.0	2261.0	751.0	1962.0	1941.0	1864.0	2426.0	1527.0	2143.0	1913.0	890.0	228.0	401.0	1484.0	390.0	662.0	2245.0	1910.0	207.0	225.0	800.0	1485.0	1257.0	1538.0	2139.0	985.0	330.0	1187.0	1289.0	590.0	367.0	1816.0	1213.0	2477.0	225.0	2408.0	785.0	935.0	824.0	699.0	1779.0	311.0	717.0	1091.0	1533.0	784.0	1993.0	1311.0	1185.0	535.0	706.0	886.0	4017.0	269.0	92616.4
UM_2_0050397	754.0	1121.0	961.0	875.0	471.0	1428.0	773.0	924.0	316.0	233.0	1223.0	891.0	222.0	686.0	2747.0	4646.0	216.0	428.0	1193.0	1001.0	1064.0	1856.0	945.0	1896.0	1623.0	1768.0	1577.0	1292.0	2176.0	1775.0	609.0	123.0	396.0	1383.0	448.0	683.0	2180.0	1810.0	280.0	132.0	891.0	1431.0	1050.0	1601.0	2232.0	752.0	449.0	875.0	1229.0	662.0	329.0	1241.0	1192.0	1988.0	276.0	2123.0	791.0	697.0	436.0	557.0	1534.0	255.0	309.0	869.0	937.0	752.0	1430.0	885.0	1013.0	329.0	670.0	787.0	3285.0	265.0	79248.2
UM_2_0050399	1054.0	1272.0	860.0	655.0	458.0	1503.0	1104.0	894.0	308.0	140.0	1080.0	1003.0	142.0	732.0	2595.0	4077.0	270.0	357.0	1392.0	923.0	775.0	1695.0	822.0	1913.0	1215.0	1819.0	1965.0	1335.0	1946.0	1693.0	650.0	457.0	322.0	1254.0	252.0	718.0	1647.0	1470.0	258.0	213.0	866.0	1498.0	1148.0	1383.0	2132.0	814.0	301.0	916.0	1059.0	886.0	296.0	1810.0	1050.0	1785.0	105.0	1982.0	732.0	750.0	316.0	655.0	1258.0	253.0	510.0	947.0	1260.0	563.0	1900.0	997.0	1457.0	399.0	580.0	458.0	2945.0	298.0	77542.4
UM_2_0050402	687.0	1015.0	1115.0	1158.0	475.0	1480.0	986.0	905.0	345.0	202.0	1086.0	994.0	237.0	775.0	3068.0	5035.0	349.0	411.0	1506.0	910.0	1446.0	2021.0	854.0	1564.0	1899.0	2120.0	2236.0	1730.0	1974.0	1981.0	665.0	224.0	255.0	1324.0	487.0	478.0	1469.0	1687.0	157.0	43.0	720.0	1484.0	1013.0	1699.0	2062.0	762.0	264.0	781.0	1131.0	706.0	290.0	1572.0	1081.0	1673.0	404.0	1925.0	699.0	619.0	372.0	694.0	1381.0	180.0	518.0	753.0	1463.0	749.0	1928.0	821.0	934.0	440.0	1045.0	481.0	3629.0	225.0	81851.5
UM_2_0050403	881.0	1216.0	1405.0	1088.0	467.0	2250.0	1196.0	1133.0	382.0	240.0	1324.0	1294.0	263.0	1226.0	4000.0	6193.0	405.0	529.0	2034.0	1143.0	1125.0	2504.0	898.0	1888.0	1906.0	2374.0	1856.0	1972.0	1935.0	2115.0	859.0	215.0	291.0	1519.0	589.0	575.0	1936.0	1744.0	173.0	305.0	1009.0	1595.0	1107.0	1908.0	2186.0	808.0	519.0	897.0	1514.0	621.0	402.0	1622.0	1097.0	1928.0	681.0	2310.0	908.0	980.0	693.0	765.0	1959.0	252.0	509.0	730.0	1382.0	825.0	2027.0	1088.0	950.0	342.0	1058.0	798.0	4276.0	241.0	95436.2
UM_2_0050404	509.0	1053.0	626.0	803.0	427.0	1131.0	644.0	575.0	231.0	128.0	912.0	993.0	155.0	811.0	1874.0	3016.0	196.0	307.0	997.0	878.0	570.0	1324.0	597.0	1182.0	1531.0	1669.0	1424.0	1242.0	949.0	1414.0	414.0	152.0	280.0	1082.0	176.0	353.0	1301.0	1509.0	165.0	148.0	618.0	1087.0	1069.0	1277.0	1320.0	486.0	197.0	756.0	1033.0	391.0	287.0	1408.0	594.0	1091.0	74.0	1362.0	364.0	626.0	305.0	255.0	794.0	208.0	233.0	441.0	940.0	459.0	1503.0	642.0	636.0	341.0	500.0	804.0	3891.0	155.0	59894.9
UM_2_0050405	797.0	1101.0	1210.0	1120.0	452.0	1705.0	890.0	937.0	362.0	194.0	1449.0	885.0	235.0	560.0	3510.0	5259.0	294.0	465.0	1124.0	1186.0	1118.0	2206.0	830.0	1754.0	1642.0	1891.0	1910.0	1709.0	1870.0	1935.0	791.0	156.0	347.0	1359.0	485.0	647.0	2067.0	1762.0	213.0	158.0	784.0	1497.0	1140.0	1740.0	2148.0	871.0	423.0	868.0	1308.0	666.0	401.0	1191.0	1408.0	2444.0	374.0	2529.0	586.0	848.0	540.0	816.0	1233.0	318.0	521.0	787.0	1034.0	655.0	1547.0	1263.0	1251.0	367.0	917.0	1291.0	3381.0	183.0	85917.4
UM_2_0050406	1073.0	1340.0	1255.0	1000.0	535.0	2041.0	1207.0	923.0	279.0	187.0	1622.0	826.0	123.0	664.0	3287.0	5492.0	372.0	604.0	1795.0	1067.0	1356.0	1890.0	972.0	1650.0	1686.0	2481.0	3161.0	1487.0	2065.0	1951.0	744.0	238.0	215.0	1749.0	469.0	574.0	1758.0	2181.0	260.0	136.0	661.0	1734.0	1216.0	1665.0	2242.0	846.0	338.0	1079.0	1125.0	873.0	214.0	1613.0	1226.0	2352.0	84.0	2350.0	1045.0	825.0	476.0	532.0	1514.0	281.0	628.0	787.0	1460.0	629.0	2165.0	1335.0	803.0	534.0	768.0	1128.0	3889.0	234.0	91369.8
UM_2_0050407	791.0	951.0	1277.0	820.0	398.0	1389.0	932.0	784.0	243.0	145.0	1381.0	924.0	170.0	763.0	3001.0	4247.0	261.0	371.0	1286.0	896.0	1327.0	2177.0	714.0	1441.0	1235.0	1894.0	1900.0	1345.0	1539.0	1677.0	746.0	163.0	384.0	1433.0	326.0	733.0	1803.0	1821.0	206.0	240.0	902.0	1472.0	1244.0	1629.0	1846.0	777.0	265.0	854.0	911.0	521.0	285.0	1617.0	909.0	1724.0	170.0	1781.0	605.0	536.0	476.0	668.0	1396.0	183.0	457.0	679.0	1325.0	380.0	1613.0	921.0	852.0	445.0	505.0	791.0	3147.0	245.0	76262.3
UM_2_0050408	1024.0	1271.0	1190.0	1324.0	601.0	1752.0	831.0	977.0	509.0	167.0	1511.0	1376.0	245.0	871.0	2920.0	5598.0	296.0	523.0	1710.0	1305.0	1347.0	2094.0	987.0	1737.0	1326.0	2053.0	2537.0	2021.0	1617.0	1886.0	787.0	334.0	372.0	1604.0	404.0	691.0	2113.0	2228.0	293.0	249.0	817.0	1506.0	1398.0	1523.0	2220.0	652.0	236.0	996.0	1248.0	708.0	227.0	2160.0	809.0	2145.0	249.0	1971.0	895.0	952.0	610.0	863.0	1404.0	296.0	476.0	797.0	1414.0	585.0	2582.0	1089.0	809.0	549.0	970.0	1284.0	4096.0	243.0	91461.0
UM_2_0050410	1018.0	1044.0	1133.0	1161.0	581.0	1839.0	1146.0	906.0	330.0	231.0	948.0	861.0	267.0	784.0	4089.0	5406.0	324.0	563.0	1299.0	846.0	1214.0	1562.0	881.0	1621.0	1861.0	2147.0	2489.0	1525.0	1922.0	1996.0	850.0	275.0	326.0	1568.0	344.0	903.0	2234.0	2151.0	269.0	255.0	900.0	1277.0	1133.0	1108.0	2038.0	795.0	404.0	1002.0	1188.0	418.0	188.0	1614.0	1525.0	2214.0	365.0	2460.0	701.0	808.0	406.0	777.0	1377.0	284.0	565.0	786.0	1249.0	922.0	1909.0	1134.0	1107.0	298.0	816.0	911.0	4127.0	268.0	88245.3
UM_2_0050411	1089.0	1448.0	1191.0	1222.0	622.0	2366.0	1145.0	1078.0	375.0	200.0	1600.0	1082.0	180.0	756.0	4985.0	6526.0	482.0	510.0	2037.0	1189.0	1720.0	2188.0	1002.0	1820.0	2780.0	2517.0	2760.0	2380.0	2275.0	2200.0	648.0	425.0	274.0	1817.0	515.0	619.0	2414.0	2832.0	258.0	135.0	853.0	1695.0	1301.0	1636.0	2869.0	741.0	423.0	1269.0	1427.0	1096.0	277.0	2328.0	1931.0	2332.0	374.0	2303.0	743.0	868.0	995.0	769.0	1587.0	377.0	588.0	1155.0	1531.0	1056.0	2668.0	1505.0	1050.0	409.0	1105.0	1284.0	5906.0	292.0	108407.0
UM_2_0050412	731.0	975.0	1115.0	1101.0	395.0	1505.0	724.0	807.0	305.0	126.0	1433.0	1271.0	267.0	924.0	3297.0	5337.0	336.0	403.0	1743.0	1005.0	1411.0	1579.0	1056.0	1746.0	1563.0	2407.0	2478.0	1841.0	1646.0	1823.0	602.0	134.0	365.0	1401.0	329.0	921.0	2231.0	1855.0	279.0	265.0	1220.0	1358.0	1366.0	1594.0	1876.0	674.0	393.0	900.0	1272.0	915.0	271.0	1328.0	1090.0	2303.0	114.0	2349.0	801.0	703.0	569.0	846.0	1400.0	192.0	306.0	798.0	1287.0	708.0	2293.0	991.0	729.0	372.0	576.0	764.0	4100.0	316.0	86505.3
UM_2_0050413	963.0	998.0	1171.0	1115.0	499.0	1358.0	999.0	960.0	257.0	216.0	1275.0	914.0	237.0	980.0	2959.0	4551.0	280.0	528.0	1513.0	1093.0	1456.0	1957.0	838.0	1660.0	1767.0	2100.0	2358.0	1619.0	2145.0	1642.0	694.0	316.0	394.0	1546.0	552.0	733.0	2158.0	2128.0	180.0	162.0	767.0	1268.0	1278.0	1486.0	2237.0	955.0	307.0	961.0	1287.0	595.0	379.0	2109.0	1151.0	2101.0	198.0	2328.0	842.0	1005.0	678.0	972.0	1869.0	320.0	480.0	958.0	1324.0	780.0	1796.0	1058.0	1325.0	482.0	773.0	1364.0	3976.0	285.0	88960.0
UM_2_0050414	957.0	1283.0	1200.0	1068.0	398.0	1857.0	1195.0	1143.0	476.0	167.0	1182.0	1122.0	136.0	928.0	3235.0	5681.0	403.0	507.0	1242.0	959.0	1094.0	1788.0	657.0	1644.0	1971.0	1706.0	2129.0	1691.0	1872.0	2000.0	663.0	120.0	447.0	1655.0	381.0	603.0	1634.0	1744.0	228.0	337.0	885.0	1488.0	1090.0	1116.0	1955.0	778.0	312.0	1190.0	1295.0	537.0	234.0	2042.0	875.0	1908.0	56.0	2165.0	476.0	755.0	487.0	638.0	916.0	297.0	382.0	912.0	1473.0	1025.0	1693.0	1185.0	1258.0	406.0	865.0	920.0	3528.0	284.0	84929.1
UM_2_0050415	738.0	1358.0	1013.0	1246.0	318.0	1653.0	993.0	849.0	273.0	185.0	1743.0	1065.0	173.0	1014.0	3166.0	5038.0	309.0	435.0	1480.0	1277.0	1106.0	2451.0	688.0	1556.0	1531.0	1805.0	2370.0	1540.0	1641.0	1742.0	711.0	223.0	194.0	1508.0	494.0	574.0	2021.0	2359.0	162.0	172.0	796.0	1629.0	1229.0	1891.0	2032.0	711.0	350.0	899.0	1259.0	747.0	238.0	1949.0	1188.0	1417.0	196.0	2367.0	899.0	658.0	481.0	536.0	1684.0	384.0	352.0	845.0	1652.0	572.0	1984.0	920.0	982.0	593.0	886.0	1228.0	3859.0	255.0	86836.8
UM_2_0050416	970.0	1380.0	1607.0	1278.0	724.0	2041.0	1023.0	1187.0	415.0	205.0	1545.0	1486.0	323.0	673.0	4238.0	5908.0	336.0	525.0	1752.0	1263.0	1287.0	2044.0	822.0	1812.0	1744.0	2078.0	2283.0	1611.0	2070.0	1642.0	914.0	316.0	342.0	1355.0	422.0	658.0	2601.0	2026.0	203.0	200.0	1080.0	1717.0	1468.0	1755.0	2159.0	1022.0	417.0	894.0	1663.0	605.0	280.0	2114.0	980.0	2688.0	226.0	2644.0	796.0	834.0	811.0	884.0	1161.0	197.0	536.0	1088.0	1565.0	843.0	1652.0	1495.0	1053.0	539.0	598.0	1320.0	3582.0	252.0	96228.9
UM_2_0050417	895.0	1132.0	1451.0	988.0	503.0	1945.0	955.0	1033.0	438.0	183.0	1395.0	1014.0	152.0	796.0	3344.0	5379.0	228.0	385.0	1336.0	1217.0	1536.0	1830.0	915.0	1432.0	1903.0	2397.0	2176.0	1909.0	2083.0	2164.0	631.0	146.0	384.0	1462.0	405.0	783.0	1729.0	2027.0	244.0	209.0	948.0	1340.0	1232.0	1585.0	2067.0	1052.0	307.0	1006.0	1235.0	523.0	318.0	1766.0	1173.0	2016.0	196.0	2204.0	678.0	922.0	601.0	818.0	2038.0	290.0	371.0	693.0	1593.0	714.0	2149.0	1558.0	931.0	413.0	590.0	686.0	3895.0	300.0	89342.2
UM_2_0050418	969.0	1074.0	1094.0	1343.0	661.0	1742.0	1160.0	891.0	289.0	224.0	1867.0	1006.0	184.0	644.0	3408.0	5013.0	308.0	461.0	1580.0	1093.0	1087.0	2437.0	1135.0	1787.0	1425.0	2235.0	2470.0	1650.0	2291.0	2163.0	732.0	301.0	389.0	1757.0	348.0	644.0	2091.0	2330.0	168.0	161.0	1018.0	1470.0	1557.0	1828.0	2104.0	761.0	317.0	856.0	1231.0	684.0	269.0	1114.0	1434.0	1892.0	281.0	1739.0	852.0	810.0	676.0	721.0	1315.0	338.0	629.0	812.0	1560.0	563.0	1816.0	1387.0	937.0	364.0	922.0	1342.0	3724.0	305.0	90242.6
UM_2_0050419	710.0	1068.0	1049.0	829.0	547.0	1778.0	915.0	840.0	393.0	332.0	1557.0	842.0	205.0	971.0	2401.0	4479.0	169.0	300.0	1685.0	1174.0	1102.0	1879.0	776.0	1472.0	1446.0	1993.0	1617.0	1317.0	1707.0	1793.0	973.0	264.0	316.0	1215.0	168.0	797.0	1615.0	1466.0	326.0	327.0	869.0	1480.0	1095.0	1300.0	1678.0	719.0	431.0	884.0	909.0	582.0	198.0	1375.0	932.0	1505.0	343.0	1707.0	606.0	736.0	410.0	407.0	1077.0	228.0	503.0	452.0	1409.0	571.0	1130.0	1098.0	878.0	371.0	481.0	1066.0	2668.0	174.0	75082.9
UM_2_0050421	693.0	945.0	1120.0	1169.0	431.0	2230.0	1211.0	828.0	474.0	340.0	1167.0	1213.0	208.0	621.0	2711.0	5128.0	334.0	381.0	1428.0	1013.0	1441.0	2469.0	1095.0	1759.0	2474.0	2426.0	2651.0	1473.0	1945.0	2018.0	781.0	254.0	388.0	1495.0	445.0	561.0	1748.0	2194.0	181.0	122.0	734.0	1384.0	1159.0	1287.0	2295.0	890.0	353.0	956.0	1265.0	898.0	291.0	1377.0	1804.0	2102.0	564.0	2557.0	817.0	912.0	251.0	524.0	1956.0	289.0	616.0	1012.0	1319.0	863.0	2193.0	1474.0	1208.0	596.0	821.0	1223.0	4132.0	196.0	91878.6
UM_2_0050422	751.0	968.0	1252.0	1243.0	466.0	1671.0	1060.0	892.0	302.0	232.0	1308.0	1308.0	192.0	1038.0	2730.0	4781.0	397.0	407.0	1554.0	1099.0	799.0	1617.0	828.0	1641.0	1480.0	1995.0	2145.0	1773.0	1948.0	1559.0	673.0	468.0	232.0	826.0	290.0	454.0	2798.0	1293.0	168.0	341.0	683.0	1480.0	1647.0	1405.0	2446.0	836.0	373.0	766.0	1458.0	404.0	223.0	1543.0	1169.0	1681.0	120.0	2019.0	473.0	975.0	714.0	293.0	1143.0	310.0	395.0	588.0	1355.0	779.0	1957.0	1026.0	1062.0	554.0	479.0	1221.0	2259.0	76.0	80890.1
UM_2_0050424	875.0	1320.0	1245.0	1210.0	369.0	2461.0	1187.0	1114.0	493.0	284.0	1531.0	969.0	239.0	649.0	3554.0	5004.0	244.0	409.0	1457.0	1056.0	1882.0	2045.0	768.0	1759.0	1824.0	1879.0	2284.0	1604.0	2060.0	2392.0	722.0	403.0	357.0	1347.0	488.0	605.0	1621.0	2098.0	239.0	123.0	708.0	1693.0	1320.0	1725.0	2333.0	977.0	286.0	894.0	1164.0	985.0	412.0	1818.0	1094.0	1719.0	310.0	2405.0	930.0	831.0	618.0	625.0	1268.0	340.0	403.0	1023.0	1530.0	817.0	2288.0	1464.0	1127.0	658.0	1009.0	814.0	4101.0	197.0	92054.7
UM_2_0050425	873.0	1186.0	1041.0	1258.0	534.0	1821.0	1380.0	1142.0	449.0	242.0	1314.0	1075.0	179.0	751.0	3546.0	5925.0	330.0	441.0	1315.0	1036.0	2060.0	2021.0	912.0	1675.0	1926.0	2439.0	2250.0	1552.0	1916.0	1988.0	716.0	377.0	242.0	1304.0	486.0	785.0	1792.0	2396.0	280.0	163.0	1048.0	1689.0	1621.0	1505.0	2098.0	748.0	372.0	660.0	1318.0	794.0	317.0	1831.0	1391.0	2155.0	105.0	2583.0	700.0	791.0	855.0	786.0	1218.0	334.0	342.0	799.0	1261.0	823.0	2063.0	1271.0	744.0	413.0	725.0	1165.0	3815.0	253.0	91714.5
UM_2_0050426	811.0	1266.0	900.0	1197.0	589.0	1330.0	962.0	804.0	579.0	221.0	1126.0	922.0	284.0	668.0	3323.0	5114.0	233.0	396.0	1751.0	778.0	1182.0	1951.0	1065.0	1898.0	1654.0	2214.0	2311.0	1408.0	1845.0	1820.0	657.0	430.0	469.0	1591.0	395.0	622.0	1418.0	2110.0	134.0	193.0	943.0	1357.0	1278.0	1633.0	2220.0	679.0	412.0	1112.0	1222.0	689.0	302.0	1719.0	1851.0	2000.0	397.0	1978.0	705.0	1036.0	883.0	504.0	1504.0	381.0	654.0	1078.0	794.0	967.0	1879.0	1438.0	1223.0	404.0	939.0	859.0	3607.0	212.0	87473.8
UM_2_0050427	643.0	988.0	1038.0	1050.0	501.0	1746.0	1070.0	875.0	401.0	146.0	1049.0	835.0	167.0	754.0	2848.0	4542.0	325.0	446.0	1441.0	967.0	1423.0	2155.0	738.0	1493.0	1673.0	1609.0	1763.0	1304.0	1534.0	1840.0	665.0	208.0	397.0	1454.0	280.0	709.0	2284.0	1924.0	234.0	132.0	805.0	1235.0	1215.0	1122.0	2087.0	793.0	318.0	1041.0	1224.0	648.0	252.0	1490.0	1018.0	2410.0	187.0	2043.0	630.0	903.0	497.0	711.0	1827.0	286.0	513.0	804.0	1040.0	697.0	1692.0	772.0	1199.0	570.0	1119.0	1339.0	4149.0	310.0	82597.2
UM_2_0050428	673.0	990.0	1037.0	780.0	347.0	1240.0	822.0	825.0	357.0	298.0	1317.0	1130.0	197.0	816.0	2723.0	4261.0	252.0	297.0	1209.0	1038.0	1452.0	2283.0	920.0	1745.0	1634.0	1655.0	2274.0	1348.0	1201.0	1606.0	622.0	61.0	382.0	1352.0	434.0	701.0	1720.0	1494.0	196.0	263.0	751.0	1253.0	1052.0	1396.0	1780.0	911.0	341.0	923.0	1069.0	592.0	236.0	1614.0	1153.0	1706.0	263.0	2116.0	758.0	717.0	323.0	513.0	1437.0	328.0	186.0	884.0	996.0	679.0	1520.0	722.0	851.0	251.0	627.0	1100.0	3336.0	299.0	76632.3
USM_0050433	1037.0	1195.0	1077.0	1042.0	427.0	1545.0	1178.0	930.0	569.0	224.0	1617.0	877.0	173.0	743.0	3423.0	4991.0	368.0	524.0	1699.0	1064.0	1449.0	2295.0	726.0	1925.0	2179.0	2065.0	2231.0	1853.0	1978.0	2003.0	660.0	559.0	334.0	1562.0	509.0	639.0	1843.0	2310.0	165.0	122.0	786.0	1649.0	1164.0	2005.0	2151.0	943.0	347.0	977.0	1224.0	663.0	261.0	1488.0	956.0	2431.0	230.0	2196.0	990.0	899.0	696.0	893.0	1724.0	292.0	748.0	1153.0	1512.0	910.0	2081.0	1032.0	1216.0	412.0	1119.0	1194.0	4592.0	215.0	93262.0
USM_0050434	812.0	1124.0	826.0	1028.0	551.0	1728.0	1010.0	910.0	375.0	185.0	1571.0	967.0	265.0	822.0	2862.0	4630.0	264.0	397.0	1089.0	1234.0	1129.0	2693.0	863.0	1389.0	1597.0	2057.0	1752.0	1362.0	1562.0	1576.0	594.0	338.0	255.0	1274.0	457.0	812.0	1720.0	1831.0	242.0	350.0	734.0	1305.0	1149.0	1979.0	1791.0	652.0	374.0	810.0	1254.0	825.0	439.0	1148.0	1287.0	1748.0	153.0	2042.0	644.0	793.0	484.0	494.0	1108.0	326.0	506.0	745.0	1605.0	742.0	1769.0	901.0	708.0	390.0	625.0	971.0	4103.0	268.0	81377.0
USM_0050435	952.0	1358.0	1192.0	1358.0	594.0	1957.0	1187.0	1150.0	437.0	289.0	1426.0	1035.0	312.0	972.0	4022.0	5584.0	285.0	470.0	1771.0	1179.0	1940.0	2399.0	974.0	2081.0	1873.0	2015.0	2372.0	2410.0	2242.0	2235.0	666.0	446.0	295.0	1556.0	534.0	667.0	2533.0	2435.0	231.0	216.0	805.0	1440.0	1232.0	1792.0	2146.0	942.0	420.0	935.0	1166.0	1028.0	399.0	1932.0	1772.0	2305.0	227.0	2205.0	1039.0	1001.0	819.0	914.0	1688.0	248.0	697.0	1179.0	1691.0	923.0	2688.0	1117.0	1280.0	324.0	999.0	845.0	4380.0	234.0	100464.0
USM_0050436	995.0	1341.0	850.0	1017.0	483.0	1541.0	1004.0	1041.0	379.0	172.0	1214.0	1039.0	242.0	817.0	3436.0	5242.0	246.0	525.0	1644.0	931.0	1462.0	2370.0	746.0	1818.0	1860.0	2402.0	2233.0	1821.0	1975.0	1783.0	749.0	391.0	269.0	1476.0	382.0	837.0	2233.0	2049.0	267.0	207.0	932.0	1516.0	1382.0	1896.0	2073.0	763.0	445.0	944.0	1311.0	711.0	344.0	1271.0	1336.0	1769.0	452.0	2555.0	926.0	677.0	549.0	778.0	2055.0	240.0	653.0	979.0	1487.0	929.0	1941.0	1179.0	1007.0	611.0	826.0	803.0	4249.0	275.0	91350.3
USM_0050437	862.0	1414.0	1280.0	1199.0	507.0	2186.0	946.0	880.0	501.0	119.0	1503.0	865.0	248.0	992.0	3708.0	6243.0	373.0	576.0	1567.0	1277.0	1690.0	2210.0	993.0	1834.0	1994.0	2011.0	2329.0	1749.0	2310.0	2366.0	690.0	225.0	419.0	1397.0	483.0	615.0	2701.0	2301.0	317.0	301.0	765.0	1587.0	1474.0	1686.0	2249.0	953.0	403.0	1035.0	1301.0	1026.0	320.0	1700.0	1230.0	2175.0	334.0	2508.0	1156.0	956.0	443.0	954.0	1829.0	315.0	598.0	927.0	1573.0	672.0	2434.0	772.0	1370.0	387.0	876.0	1166.0	3963.0	247.0	97558.9
USM_0050438	720.0	1001.0	866.0	1025.0	495.0	1804.0	1128.0	857.0	464.0	192.0	1332.0	1125.0	293.0	1091.0	3585.0	5454.0	349.0	489.0	1417.0	875.0	1345.0	2176.0	682.0	1749.0	1748.0	2163.0	2211.0	1523.0	1954.0	1896.0	703.0	315.0	312.0	1986.0	468.0	982.0	2144.0	2687.0	328.0	264.0	1164.0	1631.0	1327.0	2027.0	1857.0	652.0	353.0	1097.0	1150.0	659.0	379.0	1703.0	1276.0	1861.0	173.0	1895.0	806.0	753.0	506.0	824.0	1724.0	296.0	582.0	1091.0	1496.0	561.0	2381.0	1098.0	888.0	407.0	979.0	1285.0	4643.0	254.0	91977.9
USM_0050439	974.0	1546.0	1266.0	946.0	490.0	1918.0	901.0	1369.0	387.0	156.0	1398.0	1286.0	230.0	1260.0	4062.0	6228.0	493.0	571.0	1808.0	1044.0	1755.0	2011.0	1005.0	2181.0	1811.0	2678.0	2241.0	1830.0	2123.0	2099.0	832.0	475.0	343.0	1819.0	571.0	992.0	1701.0	2599.0	288.0	273.0	1109.0	1506.0	1699.0	1677.0	2411.0	975.0	363.0	1111.0	1479.0	803.0	302.0	2070.0	1342.0	2290.0	196.0	2166.0	898.0	855.0	719.0	809.0	1830.0	314.0	571.0	1042.0	1724.0	838.0	2375.0	1093.0	1061.0	551.0	762.0	1120.0	5099.0	282.0	101402.0
USM_0050440	758.0	1363.0	845.0	1281.0	393.0	1621.0	800.0	841.0	493.0	287.0	2077.0	1361.0	321.0	872.0	3380.0	5114.0	251.0	443.0	1582.0	1147.0	1375.0	2495.0	771.0	1634.0	2002.0	2160.0	2159.0	1710.0	1786.0	2067.0	736.0	421.0	321.0	1438.0	593.0	830.0	1590.0	2132.0	266.0	180.0	888.0	1471.0	1315.0	2414.0	2242.0	764.0	425.0	883.0	1276.0	927.0	299.0	1785.0	1118.0	2096.0	452.0	2659.0	833.0	1036.0	600.0	769.0	1348.0	258.0	696.0	895.0	1656.0	757.0	2323.0	1137.0	821.0	504.0	990.0	1063.0	3636.0	182.0	92413.2
USM_0050441	1057.0	970.0	958.0	1337.0	566.0	1767.0	1033.0	886.0	439.0	168.0	1816.0	906.0	223.0	817.0	3555.0	5535.0	332.0	509.0	2020.0	946.0	1079.0	2128.0	873.0	1916.0	1580.0	2527.0	2005.0	1648.0	1832.0	1608.0	612.0	110.0	437.0	1221.0	625.0	677.0	2287.0	2511.0	246.0	235.0	760.0	1769.0	1375.0	1786.0	2199.0	1043.0	341.0	962.0	1328.0	904.0	270.0	2042.0	1248.0	2188.0	65.0	1765.0	1093.0	839.0	325.0	787.0	1539.0	299.0	578.0	1140.0	1522.0	1056.0	2048.0	1267.0	922.0	505.0	839.0	1484.0	3919.0	59.0	92261.0
