rh.aparc.a2009s.area	rh_G_and_S_frontomargin_area	rh_G_and_S_occipital_inf_area	rh_G_and_S_paracentral_area	rh_G_and_S_subcentral_area	rh_G_and_S_transv_frontopol_area	rh_G_and_S_cingul-Ant_area	rh_G_and_S_cingul-Mid-Ant_area	rh_G_and_S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg_and_S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet_and_P_trans_area	rh_S_oc_middle_and_Lunatus_area	rh_S_oc_sup_and_transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med_and_Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area
UM_1_0050314	836.0	1049.0	1072.0	918.0	827.0	1914.0	1050.0	1115.0	422.0	108.0	1065.0	629.0	149.0	549.0	3961.0	4614.0	338.0	374.0	1552.0	966.0	1467.0	1656.0	1155.0	1995.0	1787.0	2238.0	1636.0	1580.0	2283.0	1980.0	532.0	429.0	258.0	1221.0	396.0	682.0	1850.0	2469.0	218.0	147.0	1138.0	1982.0	1406.0	1085.0	2283.0	1106.0	505.0	829.0	878.0	583.0	328.0	1769.0	1748.0	1909.0	572.0	2181.0	565.0	1153.0	847.0	837.0	1605.0	393.0	552.0	953.0	1385.0	1175.0	1691.0	1788.0	971.0	310.0	871.0	1111.0	4346.0	240.0	90580.0
UM_1_0050315	759.0	951.0	901.0	1010.0	947.0	1706.0	776.0	884.0	361.0	182.0	1423.0	990.0	221.0	658.0	2828.0	4633.0	236.0	425.0	1372.0	1532.0	1533.0	1845.0	1167.0	2185.0	1941.0	2050.0	1628.0	1338.0	1730.0	1716.0	499.0	194.0	329.0	1292.0	568.0	574.0	1815.0	2377.0	276.0	177.0	1399.0	2350.0	1367.0	1405.0	2123.0	905.0	436.0	806.0	930.0	791.0	402.0	1502.0	1184.0	1900.0	227.0	2015.0	736.0	1204.0	555.0	580.0	1452.0	227.0	574.0	1052.0	1351.0	1222.0	1811.0	1438.0	1038.0	352.0	964.0	750.0	5374.0	196.0	88648.2
UM_1_0050316	680.0	1002.0	970.0	942.0	917.0	1522.0	802.0	981.0	299.0	211.0	1548.0	754.0	207.0	693.0	3088.0	4679.0	260.0	451.0	1702.0	1127.0	1408.0	2208.0	1232.0	2012.0	1870.0	1929.0	1349.0	1537.0	1959.0	1874.0	403.0	353.0	324.0	1481.0	482.0	661.0	1165.0	2161.0	283.0	163.0	1124.0	2137.0	1010.0	1323.0	2028.0	970.0	518.0	737.0	890.0	416.0	515.0	1210.0	1479.0	2380.0	65.0	1974.0	869.0	875.0	311.0	662.0	1336.0	188.0	503.0	1103.0	1268.0	703.0	1532.0	1217.0	919.0	70.0	715.0	520.0	4061.0	156.0	83472.3
UM_1_0050317	587.0	823.0	1047.0	947.0	608.0	1615.0	974.0	1081.0	364.0	260.0	1561.0	967.0	293.0	551.0	2471.0	4580.0	287.0	381.0	2213.0	1241.0	665.0	1502.0	606.0	1971.0	1890.0	1977.0	1480.0	1234.0	2612.0	1632.0	561.0	266.0	209.0	1206.0	227.0	567.0	1352.0	1716.0	327.0	69.0	1042.0	2441.0	898.0	1786.0	1860.0	1006.0	455.0	505.0	1297.0	305.0	376.0	879.0	1187.0	1827.0	43.0	1739.0	973.0	945.0	441.0	630.0	804.0	161.0	351.0	848.0	1521.0	1040.0	1118.0	1126.0	1056.0	226.0	758.0	614.0	2855.0	172.0	78202.1
UM_1_0050318	797.0	974.0	1039.0	927.0	820.0	1639.0	1169.0	1196.0	386.0	187.0	1558.0	886.0	218.0	907.0	2486.0	4740.0	269.0	411.0	1055.0	1478.0	1426.0	1746.0	942.0	1812.0	1930.0	1615.0	1643.0	1464.0	1756.0	1748.0	411.0	194.0	189.0	1064.0	389.0	496.0	2157.0	1749.0	246.0	223.0	863.0	2116.0	1309.0	1555.0	2310.0	1055.0	403.0	618.0	810.0	677.0	376.0	1080.0	1216.0	1808.0	364.0	2355.0	509.0	932.0	788.0	746.0	1322.0	273.0	453.0	990.0	1232.0	1032.0	1238.0	1220.0	1100.0	270.0	859.0	841.0	3795.0	201.0	83055.8
UM_1_0050319	947.0	895.0	958.0	674.0	764.0	1776.0	1067.0	806.0	193.0	137.0	1376.0	750.0	208.0	570.0	2836.0	4169.0	198.0	334.0	1622.0	1123.0	1347.0	1863.0	917.0	2051.0	1964.0	2051.0	1327.0	1446.0	1528.0	1888.0	608.0	287.0	230.0	1354.0	477.0	418.0	1571.0	1846.0	255.0	133.0	946.0	2355.0	1237.0	1422.0	2239.0	903.0	488.0	734.0	779.0	589.0	292.0	1170.0	1714.0	1790.0	428.0	1771.0	563.0	888.0	710.0	725.0	1427.0	333.0	645.0	1096.0	1659.0	913.0	1601.0	1094.0	618.0	115.0	678.0	492.0	4053.0	196.0	81626.4
UM_1_0050320	677.0	948.0	931.0	1230.0	565.0	2117.0	1189.0	1003.0	370.0	206.0	1267.0	937.0	277.0	701.0	2631.0	4506.0	267.0	387.0	1547.0	907.0	1544.0	1819.0	837.0	2091.0	2215.0	1953.0	1638.0	1411.0	1901.0	2088.0	607.0	223.0	244.0	1040.0	399.0	481.0	1918.0	2083.0	233.0	132.0	952.0	2045.0	1315.0	1514.0	1624.0	815.0	587.0	767.0	1034.0	489.0	535.0	1120.0	1139.0	1719.0	134.0	1878.0	689.0	820.0	631.0	933.0	1672.0	265.0	707.0	865.0	1415.0	1146.0	1618.0	997.0	1163.0	227.0	808.0	534.0	4959.0	243.0	84878.6
UM_1_0050321	818.0	992.0	1152.0	1364.0	934.0	2487.0	1259.0	1186.0	511.0	101.0	1058.0	1185.0	185.0	787.0	3187.0	5615.0	521.0	586.0	1543.0	1257.0	967.0	2469.0	1060.0	2274.0	1669.0	2383.0	1650.0	1560.0	2451.0	2154.0	657.0	231.0	437.0	1758.0	745.0	691.0	2162.0	1910.0	212.0	151.0	1553.0	1861.0	1245.0	1301.0	2022.0	1073.0	563.0	1211.0	1237.0	636.0	474.0	1620.0	1984.0	1873.0	657.0	1681.0	602.0	925.0	425.0	695.0	1818.0	321.0	578.0	985.0	1825.0	1166.0	1820.0	1413.0	1492.0	249.0	1283.0	951.0	4062.0	354.0	96275.5
UM_1_0050322	454.0	827.0	1146.0	895.0	722.0	1253.0	834.0	866.0	329.0	250.0	625.0	751.0	223.0	596.0	2633.0	5136.0	277.0	402.0	1285.0	707.0	1237.0	1572.0	1244.0	1857.0	2090.0	2135.0	1374.0	1391.0	1982.0	1993.0	356.0	283.0	306.0	1053.0	319.0	623.0	1580.0	1452.0	282.0	143.0	1272.0	2085.0	847.0	1038.0	1535.0	858.0	310.0	505.0	859.0	655.0	292.0	1176.0	1272.0	1783.0	144.0	1649.0	458.0	598.0	608.0	710.0	1308.0	169.0	307.0	669.0	1077.0	806.0	1053.0	1168.0	1052.0	71.0	1015.0	430.0	2746.0	149.0	74159.9
UM_1_0050324	809.0	1001.0	1087.0	1430.0	629.0	2045.0	1374.0	1309.0	622.0	308.0	1418.0	1113.0	235.0	698.0	3312.0	5725.0	376.0	404.0	1748.0	1521.0	1741.0	1948.0	1086.0	2056.0	2748.0	2714.0	2093.0	1665.0	2074.0	1708.0	636.0	363.0	335.0	1361.0	678.0	658.0	1858.0	2298.0	293.0	171.0	1226.0	2338.0	1294.0	1607.0	1917.0	1096.0	425.0	938.0	1137.0	663.0	381.0	1751.0	1493.0	2376.0	589.0	2390.0	585.0	1245.0	420.0	901.0	2105.0	282.0	837.0	1283.0	2227.0	1590.0	2243.0	1143.0	1337.0	264.0	688.0	1001.0	5334.0	224.0	100979.0
UM_1_0050325	667.0	802.0	1224.0	783.0	674.0	1824.0	998.0	1035.0	323.0	251.0	1276.0	1005.0	380.0	761.0	2550.0	4581.0	347.0	424.0	1415.0	1341.0	1474.0	1828.0	831.0	1816.0	1810.0	1461.0	2171.0	1565.0	1923.0	1791.0	575.0	362.0	305.0	1105.0	307.0	750.0	1772.0	1696.0	316.0	168.0	1098.0	1524.0	1050.0	1131.0	2609.0	1159.0	547.0	626.0	907.0	427.0	330.0	1609.0	1713.0	2108.0	479.0	2466.0	393.0	982.0	598.0	891.0	1054.0	265.0	609.0	889.0	1548.0	838.0	1246.0	1159.0	1057.0	218.0	779.0	817.0	3951.0	250.0	84012.8
UM_1_0050326	788.0	753.0	948.0	779.0	686.0	1719.0	1016.0	999.0	372.0	210.0	1354.0	670.0	177.0	608.0	3429.0	4792.0	311.0	395.0	1972.0	1183.0	1211.0	2237.0	961.0	2090.0	2046.0	1799.0	1550.0	1580.0	1609.0	1846.0	622.0	211.0	295.0	1593.0	384.0	420.0	1579.0	1951.0	234.0	132.0	985.0	2042.0	1166.0	1374.0	2294.0	958.0	473.0	869.0	903.0	548.0	383.0	1795.0	1617.0	1833.0	390.0	2266.0	1053.0	1392.0	634.0	835.0	1535.0	409.0	682.0	1423.0	1444.0	999.0	2094.0	1138.0	1224.0	245.0	747.0	370.0	4413.0	223.0	88262.9
UM_1_0050327	453.0	462.0	366.0	1592.0	557.0	1813.0	1117.0	508.0	187.0	348.0	760.0	836.0	87.0	648.0	2714.0	3172.0	0.0	0.0	1807.0	1351.0	0.0	472.0	108.0	512.0	2456.0	1966.0	1040.0	611.0	1621.0	807.0	786.0	3167.0	0.0	113.0	0.0	272.0	70.0	516.0	85.0	145.0	154.0	1437.0	0.0	656.0	1333.0	416.0	0.0	0.0	37.0	0.0	0.0	1295.0	1481.0	868.0	330.0	1040.0	900.0	1067.0	200.0	0.0	46.0	217.0	402.0	281.0	633.0	4297.0	620.0	761.0	481.0	184.0	428.0	54.0	1878.0	0.0	55024.0
UM_1_0050329	848.0	1029.0	1101.0	1174.0	1091.0	2276.0	1085.0	1274.0	479.0	224.0	1642.0	1044.0	290.0	747.0	3886.0	5664.0	378.0	406.0	1922.0	1493.0	1950.0	2088.0	1177.0	2363.0	2276.0	2189.0	1924.0	1892.0	2287.0	2019.0	637.0	359.0	294.0	1311.0	421.0	535.0	2151.0	2551.0	297.0	55.0	1301.0	2352.0	1238.0	1831.0	2405.0	1357.0	534.0	808.0	1191.0	797.0	513.0	1659.0	1783.0	2283.0	239.0	2685.0	945.0	1214.0	727.0	686.0	1435.0	425.0	757.0	1321.0	2026.0	1364.0	2049.0	1710.0	1125.0	330.0	699.0	1070.0	5683.0	159.0	103529.0
UM_1_0050330	692.0	874.0	859.0	1006.0	635.0	1871.0	933.0	1074.0	256.0	188.0	1595.0	674.0	303.0	957.0	2232.0	4952.0	359.0	354.0	1245.0	1550.0	1392.0	2268.0	1319.0	1672.0	1631.0	1729.0	1912.0	1180.0	1807.0	1824.0	501.0	335.0	279.0	1207.0	518.0	503.0	1854.0	2116.0	360.0	158.0	942.0	2234.0	1508.0	1941.0	1886.0	983.0	413.0	771.0	1018.0	593.0	282.0	1673.0	1302.0	1656.0	304.0	2096.0	479.0	1283.0	579.0	743.0	1625.0	259.0	574.0	978.0	1667.0	928.0	1761.0	1080.0	1341.0	263.0	724.0	1053.0	4131.0	135.0	86378.0
UM_1_0050331	724.0	721.0	864.0	968.0	1336.0	1808.0	937.0	1079.0	308.0	187.0	1501.0	644.0	245.0	703.0	2914.0	4500.0	321.0	504.0	1304.0	1281.0	1142.0	2007.0	904.0	1950.0	1747.0	2032.0	1376.0	1369.0	1738.0	1955.0	517.0	267.0	286.0	1376.0	385.0	681.0	1497.0	1905.0	305.0	162.0	1031.0	2237.0	1442.0	1527.0	1953.0	880.0	477.0	842.0	1149.0	523.0	605.0	1369.0	1458.0	1990.0	634.0	2075.0	587.0	1113.0	604.0	828.0	1379.0	299.0	495.0	1005.0	1455.0	695.0	1808.0	1067.0	994.0	236.0	885.0	532.0	4343.0	224.0	85194.4
UM_1_0050332	530.0	603.0	1221.0	1026.0	752.0	1869.0	1046.0	1023.0	438.0	227.0	1233.0	1003.0	316.0	917.0	2462.0	4241.0	261.0	419.0	2015.0	1370.0	1427.0	1790.0	950.0	1907.0	1712.0	1631.0	1262.0	1379.0	2357.0	2011.0	576.0	245.0	281.0	1151.0	282.0	571.0	1589.0	1849.0	302.0	145.0	964.0	2067.0	899.0	1596.0	2351.0	1323.0	595.0	657.0	917.0	945.0	207.0	1289.0	1345.0	1783.0	275.0	2129.0	857.0	1318.0	398.0	625.0	1247.0	565.0	451.0	825.0	1375.0	1024.0	1313.0	1313.0	1153.0	255.0	848.0	874.0	3670.0	156.0	83996.3
UM_1_0050333	878.0	1217.0	986.0	1338.0	747.0	2112.0	933.0	998.0	476.0	286.0	1762.0	897.0	169.0	857.0	3139.0	6030.0	369.0	487.0	1831.0	1446.0	1428.0	2303.0	1375.0	2148.0	2009.0	2553.0	2029.0	1570.0	1836.0	1841.0	561.0	256.0	368.0	1456.0	576.0	688.0	2026.0	2012.0	290.0	180.0	1262.0	2460.0	1389.0	1926.0	2212.0	1034.0	532.0	762.0	900.0	1178.0	209.0	1610.0	1367.0	2341.0	423.0	2384.0	946.0	1148.0	638.0	866.0	1625.0	361.0	600.0	943.0	1778.0	1081.0	2075.0	1455.0	1010.0	285.0	1122.0	976.0	4136.0	305.0	97797.8
UM_1_0050334	755.0	1009.0	1027.0	1037.0	939.0	1900.0	1268.0	1027.0	440.0	166.0	1288.0	1107.0	191.0	572.0	2759.0	4673.0	335.0	459.0	1348.0	1191.0	1412.0	1839.0	737.0	2060.0	2078.0	1984.0	1942.0	1773.0	1705.0	2185.0	675.0	244.0	288.0	1335.0	499.0	502.0	1715.0	1705.0	306.0	77.0	1050.0	2182.0	1100.0	1648.0	2075.0	855.0	361.0	742.0	1079.0	859.0	265.0	1485.0	1532.0	2154.0	462.0	2308.0	640.0	952.0	226.0	585.0	1078.0	393.0	745.0	977.0	1525.0	1195.0	1672.0	1055.0	1033.0	282.0	1267.0	636.0	3482.0	229.0	86677.0
UM_1_0050335	707.0	914.0	749.0	931.0	733.0	1872.0	1085.0	872.0	287.0	182.0	1505.0	711.0	302.0	923.0	2729.0	4584.0	292.0	304.0	1993.0	1144.0	1507.0	1570.0	1247.0	2006.0	2737.0	1847.0	2099.0	1349.0	2210.0	2101.0	503.0	267.0	291.0	1330.0	441.0	550.0	2116.0	2349.0	404.0	139.0	1022.0	2003.0	1303.0	1677.0	2056.0	890.0	531.0	788.0	922.0	867.0	378.0	1470.0	1269.0	1428.0	341.0	2789.0	594.0	923.0	546.0	731.0	1645.0	402.0	459.0	951.0	1829.0	973.0	1484.0	1219.0	1438.0	237.0	933.0	848.0	4602.0	155.0	89584.7
UM_1_0050336	593.0	886.0	883.0	933.0	692.0	1476.0	690.0	876.0	282.0	206.0	1236.0	850.0	264.0	851.0	2508.0	4394.0	205.0	338.0	1451.0	1098.0	1174.0	1835.0	810.0	1549.0	1478.0	1613.0	1529.0	1147.0	1601.0	1525.0	424.0	219.0	227.0	1059.0	388.0	516.0	1543.0	1671.0	308.0	125.0	1027.0	2134.0	1109.0	1414.0	1690.0	981.0	283.0	685.0	917.0	651.0	419.0	1287.0	987.0	1695.0	143.0	1720.0	471.0	852.0	332.0	639.0	1300.0	230.0	494.0	848.0	1325.0	819.0	1461.0	932.0	1160.0	150.0	541.0	697.0	2960.0	235.0	74039.6
UM_1_0050337	777.0	1053.0	1107.0	989.0	773.0	2149.0	1102.0	1118.0	298.0	199.0	1669.0	1133.0	232.0	799.0	3325.0	5546.0	354.0	456.0	1850.0	1140.0	1716.0	1906.0	1140.0	1866.0	2039.0	2767.0	1766.0	1612.0	1825.0	2067.0	574.0	272.0	351.0	1199.0	413.0	585.0	1667.0	2270.0	304.0	136.0	1100.0	2349.0	1141.0	1454.0	2082.0	1012.0	408.0	907.0	1103.0	689.0	392.0	1384.0	1553.0	2091.0	425.0	1782.0	558.0	939.0	688.0	825.0	1771.0	199.0	580.0	999.0	1700.0	930.0	2025.0	1385.0	1060.0	315.0	1067.0	684.0	3644.0	242.0	92029.9
UM_1_0050338	621.0	995.0	958.0	774.0	547.0	1800.0	894.0	914.0	425.0	142.0	1250.0	826.0	301.0	799.0	2382.0	3918.0	208.0	264.0	1519.0	1053.0	944.0	1925.0	695.0	1701.0	1983.0	1376.0	1407.0	1256.0	1440.0	1309.0	559.0	160.0	229.0	1071.0	429.0	496.0	1300.0	1939.0	210.0	162.0	860.0	1900.0	1037.0	1412.0	1783.0	1095.0	328.0	610.0	895.0	616.0	419.0	1168.0	1406.0	1270.0	185.0	1965.0	660.0	1002.0	437.0	376.0	1156.0	387.0	362.0	990.0	1446.0	931.0	1542.0	1155.0	800.0	235.0	786.0	661.0	4103.0	150.0	75309.3
UM_1_0050339	728.0	830.0	861.0	1296.0	731.0	1875.0	964.0	912.0	351.0	205.0	1308.0	785.0	261.0	619.0	3695.0	4439.0	296.0	390.0	1920.0	1060.0	1443.0	1903.0	1199.0	2273.0	2164.0	2284.0	1832.0	1615.0	1771.0	2240.0	586.0	463.0	347.0	1272.0	479.0	458.0	1986.0	1975.0	232.0	120.0	1046.0	1862.0	1133.0	1306.0	2384.0	889.0	455.0	911.0	924.0	716.0	395.0	1492.0	2077.0	1906.0	682.0	1846.0	689.0	1197.0	965.0	1033.0	1472.0	230.0	744.0	1212.0	1259.0	1100.0	2128.0	1023.0	1039.0	160.0	1057.0	1146.0	4673.0	280.0	91601.8
UM_1_0050340	747.0	681.0	792.0	644.0	701.0	1709.0	997.0	951.0	386.0	163.0	1146.0	574.0	235.0	699.0	2446.0	3710.0	248.0	356.0	1178.0	1080.0	903.0	1985.0	849.0	1741.0	1859.0	1447.0	1507.0	1196.0	1543.0	2162.0	523.0	327.0	229.0	1215.0	401.0	456.0	1328.0	1907.0	261.0	153.0	913.0	1914.0	1071.0	1309.0	1933.0	740.0	324.0	770.0	1033.0	407.0	433.0	1623.0	928.0	1384.0	160.0	1914.0	407.0	873.0	588.0	598.0	1427.0	314.0	558.0	913.0	1075.0	986.0	1067.0	1012.0	864.0	246.0	628.0	770.0	3962.0	168.0	74750.0
UM_1_0050341	489.0	741.0	862.0	870.0	682.0	1429.0	851.0	743.0	226.0	141.0	1362.0	723.0	219.0	582.0	2197.0	4190.0	273.0	370.0	1420.0	1263.0	1100.0	1942.0	720.0	1665.0	1608.0	1787.0	1320.0	1381.0	1530.0	1625.0	540.0	115.0	290.0	1264.0	352.0	438.0	1537.0	1677.0	204.0	147.0	970.0	2082.0	986.0	1121.0	1896.0	689.0	322.0	715.0	882.0	708.0	263.0	1053.0	1573.0	1561.0	435.0	1549.0	914.0	817.0	394.0	575.0	1204.0	264.0	380.0	715.0	1286.0	613.0	1255.0	936.0	1288.0	177.0	650.0	426.0	2991.0	206.0	72769.4
UM_1_0050342	625.0	762.0	870.0	1013.0	872.0	1798.0	1000.0	953.0	349.0	217.0	1403.0	898.0	271.0	832.0	2821.0	5241.0	288.0	402.0	1668.0	1124.0	1503.0	1944.0	951.0	1770.0	2293.0	1825.0	1795.0	1445.0	1950.0	1836.0	624.0	330.0	277.0	1103.0	270.0	434.0	1644.0	1853.0	300.0	189.0	941.0	2227.0	1280.0	1377.0	2101.0	1045.0	381.0	820.0	891.0	871.0	494.0	1424.0	1074.0	1687.0	362.0	2204.0	579.0	902.0	372.0	594.0	1349.0	181.0	618.0	703.0	1456.0	854.0	1768.0	969.0	1020.0	245.0	842.0	806.0	4260.0	202.0	84643.0
UM_1_0050343	668.0	791.0	765.0	720.0	666.0	1241.0	908.0	728.0	279.0	122.0	1168.0	856.0	161.0	796.0	2231.0	3724.0	201.0	311.0	1080.0	1095.0	1188.0	1419.0	809.0	1628.0	1465.0	1576.0	1719.0	965.0	1486.0	1801.0	450.0	205.0	227.0	1133.0	339.0	483.0	1154.0	1503.0	255.0	185.0	928.0	1818.0	1278.0	1277.0	1519.0	739.0	299.0	625.0	874.0	608.0	219.0	1108.0	934.0	1613.0	334.0	1699.0	525.0	851.0	408.0	485.0	1316.0	175.0	356.0	907.0	1228.0	663.0	1146.0	795.0	1006.0	165.0	479.0	352.0	2808.0	164.0	68199.9
UM_1_0050344	756.0	693.0	855.0	1041.0	808.0	1610.0	934.0	802.0	286.0	179.0	1499.0	1027.0	203.0	731.0	2582.0	4046.0	235.0	333.0	1131.0	1258.0	652.0	2532.0	953.0	1937.0	1528.0	1682.0	1718.0	1295.0	1797.0	1531.0	477.0	264.0	211.0	984.0	263.0	468.0	1341.0	1774.0	213.0	121.0	819.0	2449.0	1291.0	2182.0	1948.0	712.0	425.0	575.0	861.0	578.0	516.0	1432.0	1144.0	1998.0	322.0	1874.0	659.0	631.0	270.0	487.0	1068.0	243.0	606.0	995.0	1063.0	843.0	1422.0	1264.0	828.0	203.0	616.0	786.0	4110.0	229.0	78200.0
UM_1_0050345	604.0	1035.0	905.0	899.0	608.0	1987.0	938.0	1021.0	380.0	268.0	1801.0	893.0	299.0	933.0	2825.0	5052.0	372.0	496.0	1907.0	1315.0	1522.0	2223.0	896.0	1889.0	2102.0	1954.0	2211.0	1937.0	2135.0	1600.0	500.0	263.0	312.0	1240.0	368.0	496.0	2311.0	2060.0	295.0	129.0	1144.0	2366.0	1153.0	1888.0	2227.0	881.0	526.0	871.0	1132.0	965.0	374.0	1538.0	2177.0	2491.0	183.0	1909.0	316.0	1338.0	901.0	775.0	1355.0	237.0	562.0	750.0	1575.0	1095.0	1500.0	1318.0	1149.0	179.0	732.0	915.0	3532.0	153.0	91187.2
UM_1_0050346	982.0	1276.0	938.0	810.0	743.0	1868.0	1086.0	967.0	367.0	234.0	1313.0	714.0	277.0	977.0	2815.0	5066.0	388.0	392.0	1628.0	1224.0	1630.0	2267.0	909.0	2135.0	2155.0	2078.0	1440.0	1389.0	1485.0	1731.0	509.0	275.0	227.0	1142.0	544.0	594.0	1737.0	2317.0	389.0	189.0	949.0	2532.0	1549.0	1625.0	2171.0	915.0	487.0	822.0	1115.0	729.0	384.0	1803.0	1240.0	1688.0	572.0	2654.0	711.0	1331.0	698.0	633.0	1760.0	498.0	549.0	1081.0	1477.0	1180.0	1802.0	855.0	803.0	209.0	881.0	1201.0	4183.0	246.0	90540.4
UM_1_0050347	740.0	993.0	886.0	1095.0	716.0	1897.0	907.0	840.0	471.0	219.0	1285.0	903.0	200.0	691.0	2537.0	4977.0	289.0	400.0	1675.0	1196.0	1540.0	2263.0	1291.0	2188.0	2090.0	1910.0	1598.0	1337.0	2292.0	2041.0	559.0	337.0	334.0	1329.0	658.0	685.0	1382.0	2092.0	352.0	200.0	1014.0	2433.0	1263.0	1573.0	2308.0	810.0	472.0	712.0	1088.0	859.0	310.0	1361.0	1169.0	1960.0	203.0	2411.0	763.0	887.0	495.0	506.0	1185.0	382.0	545.0	1021.0	1576.0	1200.0	1375.0	1095.0	1363.0	262.0	1196.0	762.0	3770.0	250.0	87972.9
UM_1_0050348	639.0	908.0	918.0	872.0	660.0	1676.0	1088.0	1049.0	277.0	169.0	1444.0	772.0	220.0	1109.0	2320.0	4284.0	256.0	371.0	1329.0	1355.0	1236.0	2360.0	938.0	1738.0	1838.0	1673.0	2006.0	1291.0	1771.0	1722.0	593.0	242.0	269.0	1222.0	478.0	499.0	1700.0	1882.0	342.0	162.0	907.0	2166.0	1328.0	2348.0	1958.0	923.0	365.0	738.0	977.0	601.0	373.0	1602.0	1678.0	1532.0	288.0	1942.0	587.0	793.0	362.0	780.0	1111.0	393.0	730.0	714.0	1360.0	1228.0	976.0	983.0	1026.0	228.0	739.0	766.0	3376.0	207.0	81762.7
UM_1_0050349	719.0	726.0	952.0	1138.0	1002.0	2124.0	1339.0	1032.0	328.0	346.0	1440.0	1065.0	161.0	637.0	2916.0	4843.0	384.0	434.0	1382.0	1304.0	1759.0	2712.0	1196.0	1874.0	2315.0	1961.0	1831.0	1559.0	1874.0	2086.0	543.0	404.0	305.0	1336.0	558.0	632.0	1617.0	2367.0	315.0	97.0	1137.0	2547.0	1360.0	2040.0	2199.0	857.0	350.0	883.0	1063.0	782.0	429.0	1737.0	1738.0	1856.0	126.0	2378.0	702.0	1140.0	276.0	979.0	1570.0	342.0	667.0	1002.0	1604.0	844.0	2129.0	1174.0	1214.0	381.0	913.0	1055.0	4548.0	239.0	93876.9
UM_1_0050350	678.0	1077.0	896.0	1279.0	690.0	2531.0	1696.0	1691.0	533.0	227.0	1432.0	871.0	266.0	880.0	3830.0	4855.0	380.0	558.0	2421.0	1559.0	1438.0	1786.0	785.0	2409.0	2926.0	1895.0	2158.0	1633.0	2042.0	2096.0	648.0	264.0	450.0	1474.0	386.0	445.0	2107.0	2288.0	313.0	160.0	1049.0	2347.0	1360.0	1423.0	2429.0	924.0	558.0	836.0	1070.0	690.0	292.0	2439.0	1877.0	1968.0	319.0	2346.0	881.0	1424.0	1042.0	892.0	1126.0	452.0	690.0	1280.0	1514.0	1171.0	2029.0	1693.0	1046.0	206.0	1408.0	651.0	5152.0	252.0	100889.0
UM_1_0050351	881.0	931.0	1015.0	959.0	780.0	1938.0	1104.0	1200.0	347.0	219.0	1531.0	928.0	234.0	624.0	3258.0	5343.0	286.0	288.0	1379.0	1125.0	1267.0	2299.0	849.0	2087.0	2665.0	1854.0	1838.0	1392.0	2012.0	1994.0	482.0	400.0	319.0	1283.0	421.0	531.0	1582.0	2729.0	265.0	148.0	910.0	1853.0	1263.0	1897.0	2045.0	928.0	317.0	915.0	927.0	693.0	518.0	1279.0	1797.0	1917.0	285.0	2061.0	379.0	959.0	482.0	624.0	1583.0	291.0	580.0	1217.0	1472.0	1015.0	1675.0	1375.0	982.0	103.0	1092.0	730.0	5199.0	221.0	90370.8
